63,activityrecognition,unknown,35
500436,android.sensor.geomagnetic_rotation_vector,0.70219314,-0.063786305,0.70884293,0.019944955,0.17453292
500487,android.sensor.gyroscope,0.6246643,0.9105072,0.07762146
500543,android.sensor.gyroscope,0.39009094,1.3796234,-0.06163025
500590,android.sensor.linear_acceleration,4.418524,3.3268871,-3.2669287
500642,android.sensor.orientation,136.00446,43.300114,78.83517
500694,android.sensor.gyroscope,-0.2354126,-2.3392792,-0.46847534
500746,android.sensor.gyroscope,-1.5084381,-2.0057526,-0.031097412
500799,android.sensor.magnetic_field,-43.4906,-16.438293,0.9552002
500852,android.sensor.orientation,27.537598,166.24246,76.75459
500905,android.sensor.orientation,24.632996,172.9686,75.74425
500956,android.sensor.geomagnetic_rotation_vector,-0.689577,0.049860485,-0.72244704,0.008234063,0.17453292
501007,android.sensor.gravity,9.577097,-0.5453492,-2.0376933
501058,android.sensor.gravity,9.543652,-0.5647824,-2.1840625
501110,android.sensor.gyroscope,-0.3844452,0.66249084,-0.35240173
501162,android.sensor.accelerometer,12.402573,-2.901657,-2.3551178
501217,android.sensor.gyroscope,1.0608368,-0.25990295,0.12771606
501269,android.sensor.accelerometer,8.821426,-1.1994019,1.2745209
501315,android.sensor.rotation_vector,0.7605479,-0.08381079,0.64288163,0.035297126,0.17453292
501368,android.sensor.gyroscope,-0.49319458,0.20922852,0.19490051
501422,android.sensor.gyroscope,-0.4797516,0.38638306,0.23155212
501469,android.sensor.gyroscope,2.0259857,0.67837524,0.6726074
501519,android.sensor.gyroscope,2.4315948,1.1756134,0.5577698
501571,android.sensor.gravity,9.676664,-1.5879899,-0.10413068
501621,android.sensor.gyroscope_uncalibrated,0.49777222,1.3235931,0.12271118,0.025833135,0.014816284,-0.01966858
501673,android.sensor.magnetic_field,-40.08026,-23.599243,-9.063721
501724,android.sensor.magnetic_field,-41.1026,-25.645447,-6.726074
501775,android.sensor.game_rotation_vector,0.2494712,-0.6196859,0.36731586,0.64717275
501828,android.sensor.magnetic_field,-40.9317,-27.522278,-2.5512695
501881,android.sensor.accelerometer,6.6714325,-4.9729004,-3.2072144
501937,android.sensor.gyroscope,-2.4455109,-0.4236145,-0.10194397
501987,android.sensor.game_rotation_vector,0.21787874,-0.75278085,0.20359345,0.58685565
502043,android.sensor.magnetic_field,-41.444397,-24.281311,-4.0542603
502094,android.sensor.rotation_vector,0.7655425,-0.09902863,0.63513315,0.027274532,0.17453292
502147,android.sensor.gyroscope_uncalibrated,-0.14605713,-0.38069153,-0.07029724,0.025833135,0.014816284,-0.01966858
502200,android.sensor.orientation,34.344116,158.52684,79.42626
502255,android.sensor.gyroscope,1.0693665,0.84817505,-0.15081787
502303,android.sensor.game_rotation_vector,0.22511652,-0.69971454,0.24192657,0.6333985
502359,android.sensor.game_rotation_vector,0.23563854,-0.70615315,0.25270012,0.6180331
502414,android.sensor.gyroscope,0.8262634,-0.23913574,0.26820374
502467,android.sensor.geomagnetic_rotation_vector,0.69965917,-0.07561166,0.70948374,0.037320234,0.17453292
502519,android.sensor.game_rotation_vector,0.24976403,-0.6991597,0.30246985,0.59775054
502572,android.sensor.gyroscope,1.3014984,0.39491272,0.44291687
502629,android.sensor.gyroscope,1.7804108,0.8921814,0.41603088
502680,android.sensor.linear_acceleration,1.8183737,1.680851,-2.068894
502734,android.sensor.rotation_vector,-0.68017507,0.017861938,-0.7233751,0.11735113,0.17453292
502789,android.sensor.gravity,9.579312,-1.655367,1.291096
502840,android.sensor.rotation_vector,-0.6574117,2.1314698E-4,-0.74530745,0.11102544,0.17453292
502891,android.sensor.gyroscope_uncalibrated,0.827652,-2.2083893,-0.42948914,0.025833135,0.014816284,-0.01966858
502949,android.sensor.magnetic_field,-43.659973,-27.862549,9.138489
502999,android.sensor.magnetic_field,-42.126465,-27.69165,6.967163
503048,android.sensor.rotation_vector,-0.77247745,0.05594037,-0.63255477,0.004868268,0.17453292
503101,android.sensor.orientation,20.860352,168.2782,77.204185
503156,android.sensor.gyroscope,0.9789734,0.6710205,0.27555847
503207,android.sensor.gyroscope,0.82014465,0.8200836,0.26576233
503259,android.sensor.orientation,30.64563,153.3015,78.9458
503316,android.sensor.rotation_vector,0.760053,-0.06489257,0.6463773,0.017456388,0.17453292
503371,android.sensor.linear_acceleration,7.005274,-3.170526,-8.780343
503430,android.sensor.gyroscope,0.6943054,-0.31610107,0.05807495
503484,android.sensor.gyroscope,0.18484497,-0.28434753,0.27555847
503537,android.sensor.linear_acceleration,-1.4085255,0.40588403,2.7500553
503594,android.sensor.rotation_vector,-0.7415844,0.02768936,-0.66969097,0.028281111,0.17453292
503650,android.sensor.gyroscope,0.36566162,0.46333313,0.3060913
503700,android.sensor.orientation,66.4111,111.0425,83.08977
503752,android.sensor.accelerometer,9.717331,1.2249298,-1.0354004
503805,android.sensor.gyroscope,0.57580566,1.0851898,0.07273865
503857,android.sensor.rotation_vector,-0.66378844,-0.01081057,-0.7387834,0.116048075,0.17453292
503909,android.sensor.magnetic_field,-41.955566,-22.747803,0.12054443
503961,android.sensor.game_rotation_vector,0.29523155,-0.5821248,0.40755612,0.63864464
504013,android.sensor.gyroscope_uncalibrated,-0.6249542,-2.5846863,-0.254776,0.025833135,0.014816284,-0.01966858
504065,android.sensor.linear_acceleration,-0.62730694,-6.215418,-4.958428
504118,android.sensor.gyroscope,-4.5493317,-0.18171692,0.10694885
504171,android.sensor.game_rotation_vector,0.23020895,-0.7411719,0.21512082,0.5927825
504222,android.sensor.rotation_vector,0.7754581,-0.12240432,0.61494005,0.074368335,0.17453292
504273,android.sensor.magnetic_field,-40.08026,-21.55304,3.2943726
504325,android.sensor.gyroscope_uncalibrated,0.2571106,0.70295715,0.34384155,0.025833135,0.014816284,-0.01966858
504377,android.sensor.magnetic_field,-39.738464,-18.826294,1.2893677
504428,android.sensor.gyroscope,-1.3642731,0.7822113,-0.39149475
504482,android.sensor.game_rotation_vector,0.1718331,-0.71825564,0.19135217,0.6465033
504533,android.sensor.game_rotation_vector,0.17934974,-0.70343614,0.21300279,0.6539427
504587,android.sensor.game_rotation_vector,0.18361704,-0.7073621,0.22794147,0.64340216
504640,android.sensor.gravity,9.678256,-1.1163642,-1.1204846
504691,android.sensor.gyroscope_uncalibrated,0.9217224,0.30589294,0.4391327,0.025833135,0.014816284,-0.01966858
504746,android.sensor.gravity,9.635225,-1.594934,-0.8882576
504797,android.sensor.magnetic_field,-37.86316,-16.609192,5.130005
504848,android.sensor.gyroscope,1.4688873,1.3307648,0.25967407
504899,android.sensor.magnetic_field,-37.010193,-15.074158,2.960205
504951,android.sensor.rotation_vector,-0.6441678,0.036369465,-0.7567371,0.105233505,0.17453292
505004,android.sensor.gyroscope,0.21539307,-0.4370575,-0.48068237
505054,android.sensor.rotation_vector,-0.65367323,0.010896955,-0.75072384,0.094901465,0.17453292
505107,android.sensor.accelerometer,8.210098,-4.628891,-0.23027039
505173,android.sensor.game_rotation_vector,0.27907822,-0.6806527,0.32604778,0.593734
505225,android.sensor.rotation_vector,-0.76010394,0.052376665,-0.6474889,0.016024811,0.17453292
505277,android.sensor.gravity,9.588086,-0.62808377,-1.9607431
505327,android.sensor.gravity,9.557768,-0.520463,-2.1327395
505382,android.sensor.gravity,9.6024885,-0.5790697,-1.9045411
505433,android.sensor.gyroscope,0.40719604,-0.07054138,-0.072631836
505491,android.sensor.rotation_vector,0.77100927,-0.059271753,0.6339836,0.009818663,0.17453292
505543,android.sensor.linear_acceleration,3.6989222,-1.5640719,2.6159363
505594,android.sensor.accelerometer,16.094131,-8.665039,0.9025879
505648,android.sensor.gyroscope,0.39865112,-0.75102234,0.85220337
505699,android.sensor.gyroscope,1.6105957,0.033294678,0.5870819
505751,android.sensor.gyroscope,0.7871704,0.8017578,0.5027771
505804,android.sensor.magnetic_field,-41.444397,-10.6414795,7.635498
505854,android.sensor.gravity,9.616065,-1.9192036,0.13544749
505906,android.sensor.gyroscope,1.0217438,1.9489594,0.25723267
505961,android.sensor.gyroscope,1.0657196,-0.06686401,-0.07507324
506011,android.sensor.gyroscope,0.4108734,-2.6483765,-0.7604675
506062,android.sensor.gyroscope,-1.3948364,-1.8774719,-0.5710907
506112,android.sensor.accelerometer,5.9517517,-8.233948,-1.4407043
506166,android.sensor.linear_acceleration,-5.0980215,-1.5528502,2.7146232
506221,android.sensor.linear_acceleration,-4.371401,1.0739403,5.2800183
506273,android.sensor.magnetic_field,-40.249634,-14.562988,17.822266
506324,android.sensor.geomagnetic_rotation_vector,-0.6444447,-0.22997716,-0.66213113,0.30558786,0.17453292
506375,android.sensor.accelerometer,14.243744,4.235428,-8.869904
506427,android.sensor.rotation_vector,-0.7740395,0.004890684,-0.631224,0.048940632,0.17453292
506481,android.sensor.accelerometer,11.289352,-4.5585785,-1.8156433
506534,android.sensor.rotation_vector,-0.7475703,0.0059618093,-0.66360515,0.02704289,0.17453292
506588,android.sensor.magnetic_field,-41.1026,-14.39209,16.653442
506642,android.sensor.rotation_vector,-0.75169873,-0.019144436,-0.6555082,0.069939345,0.17453292
506695,android.sensor.accelerometer,6.1828766,-0.0073242188,1.0926666
506747,android.sensor.gyroscope_uncalibrated,0.14837646,0.32421875,0.1288147,0.025833135,0.014816284,-0.01966858
506800,android.sensor.gyroscope,1.6081543,1.286789,0.35372925
506852,android.sensor.geomagnetic_rotation_vector,-0.6473086,-0.2731979,-0.64238787,0.30609196,0.17453292
506904,android.sensor.orientation,91.244446,68.27334,81.67602
506958,android.sensor.gyroscope,0.5061493,1.0583191,-0.13615417
507009,android.sensor.gyroscope,-0.054611206,-0.42481995,-0.4586792
507061,android.sensor.game_rotation_vector,0.29563782,-0.60232204,0.37919933,0.63719255
507116,android.sensor.gyroscope,-1.7552338,-1.2959137,-0.272995
507170,android.sensor.orientation,6.664337,154.52124,81.70915
507223,android.sensor.linear_acceleration,-2.7977095,0.38906112,6.432755
507274,android.sensor.game_rotation_vector,0.24139157,-0.74691385,0.19818547,0.5870029
507330,android.sensor.orientation,356.92148,174.01836,75.7183
507384,android.sensor.game_rotation_vector,0.24943374,-0.7336994,0.23428603,0.58700776
507438,android.sensor.gravity,9.619248,-0.677698,-1.7835815
507489,android.sensor.gravity,9.65855,-0.41583356,-1.6461706
507542,android.sensor.gyroscope,1.365036,0.8396301,0.0018920898
507597,android.sensor.magnetic_field,-37.010193,-21.212769,13.313293
507645,android.sensor.game_rotation_vector,0.25613463,-0.70498776,0.25877407,0.6086241
507696,android.sensor.orientation,11.401489,152.13849,80.554985
507748,android.sensor.magnetic_field,-41.61377,-18.313599,12.478638
507800,android.sensor.magnetic_field_uncalibrated,-101.79291,-103.49884,-52.93579,-61.37207,-85.354614,-64.57977
507854,android.sensor.gyroscope,1.5275116,0.93492126,0.5137787
507902,android.sensor.magnetic_field,-40.420532,-16.098022,9.638977
507954,android.sensor.gyroscope,0.8323517,1.1169586,0.19613647
508012,android.sensor.rotation_vector,-0.6629993,-0.10932292,-0.6989454,0.2448587,0.17453292
508059,android.sensor.gyroscope,0.106658936,0.24343872,-0.2913208
508111,android.sensor.gravity,9.617495,-1.3530289,1.3577561
508162,android.sensor.rotation_vector,-0.6730617,-0.126573,-0.69518787,0.21835989,0.17453292
508217,android.sensor.accelerometer,10.03447,-6.840576,-3.8215485
508265,android.sensor.accelerometer,7.1602325,-2.8680725,-0.12890625
508315,android.sensor.orientation,8.714783,157.99193,75.9654
508368,android.sensor.gyroscope,-0.42477417,-0.65330505,-0.023773193
508420,android.sensor.gyroscope,0.8262634,0.3692627,0.24743652
508474,android.sensor.gravity,9.547952,-0.66761893,-2.1357195
508525,android.sensor.gyroscope,1.0351563,0.16281128,0.12161255
508575,android.sensor.gravity,9.663396,-0.7210005,-1.5064276
508627,android.sensor.gyroscope_uncalibrated,0.45747375,0.31811523,-0.16804504,0.025833135,0.014816284,-0.01966858
508678,android.sensor.rotation_vector,-0.74104387,-0.026219502,-0.66854,0.05675145,0.17453292
508727,android.sensor.game_rotation_vector,0.22156538,-0.70508814,0.23947486,0.629612
508782,android.sensor.gyroscope_uncalibrated,0.44036865,-0.39657593,0.20944214,0.025833135,0.014816284,-0.01966858
508835,android.sensor.game_rotation_vector,0.22925071,-0.7153409,0.2615194,0.60608506
508890,android.sensor.step_detector,1.0
508942,android.sensor.gyroscope,0.6515503,0.6404877,0.36839294
508993,android.sensor.linear_acceleration,0.11080456,2.64601,-0.6546589
509045,android.sensor.game_rotation_vector,0.22159234,-0.660175,0.3311011,0.63673997
509097,android.sensor.gyroscope,0.41697693,1.6362,-0.08483887
509148,android.sensor.rotation_vector,-0.638782,-0.050835483,-0.7491078,0.16796081,0.17453292
509202,android.sensor.game_rotation_vector,0.22931623,-0.5954348,0.35888103,0.68123114
509256,android.sensor.gravity,9.752866,-0.9958686,0.24544613
509310,android.sensor.gyroscope_uncalibrated,-3.3090973,-2.135086,-0.07029724,0.025833135,0.014816284,-0.01966858
509363,android.sensor.rotation_vector,-0.7860258,0.013974656,-0.6170209,0.03540208,0.17453292
509416,android.sensor.gravity,9.521735,0.121866986,-2.343524
509471,android.sensor.orientation,356.60126,-163.76555,74.66939
509525,android.sensor.game_rotation_vector,0.14688459,-0.7713976,0.053798407,0.6168277
509579,android.sensor.magnetic_field,-39.398193,-25.305176,-4.3884277
509630,android.sensor.game_rotation_vector,0.14202777,-0.74064714,0.073503084,0.652585
509683,android.sensor.rotation_vector,0.73788375,-0.08760699,0.6622692,0.096187815,0.17453292
509752,android.sensor.linear_acceleration,1.1902924,-3.1437335,-0.23562455
509793,android.sensor.gyroscope_uncalibrated,1.6107788,-0.5175171,0.55397034,0.025833135,0.014816284,-0.01966858
509848,android.sensor.rotation_vector,-0.7485,0.08010254,-0.6578392,0.024060471,0.17453292
509901,android.sensor.orientation,49.185425,130.38344,76.94619
509953,android.sensor.gyroscope_uncalibrated,1.2234955,0.05055237,0.33895874,0.025833135,0.014816284,-0.01966858
510005,android.sensor.orientation,51.74878,118.26143,74.24825
510058,android.sensor.accelerometer,8.375397,-1.2454224,0.29119873
510110,android.sensor.gyroscope,1.1610107,0.97280884,0.34762573
510162,android.sensor.game_rotation_vector,0.1987763,-0.66634345,0.3991997,0.59759015
510215,android.sensor.accelerometer,12.312714,-0.36332703,-2.3287811
510266,android.sensor.orientation,98.289,59.6321,70.99168
510320,android.sensor.rotation_vector,-0.6515701,-0.03735185,-0.7168057,0.24546061,0.17453292
510373,android.sensor.rotation_vector,-0.68737125,-0.04681207,-0.6861993,0.23336646,0.17453292
510426,android.sensor.gyroscope,-1.9018402,-0.9904785,-0.46603394
510479,android.sensor.gravity,9.505286,-2.0762897,-1.2283922
510534,android.sensor.orientation,38.29016,130.4801,75.28243
510584,android.sensor.gyroscope,-0.30749512,0.1701355,-0.2766571
510639,android.sensor.gyroscope_uncalibrated,0.2913208,0.15074158,-0.08618164,0.025833135,0.014816284,-0.01966858
510691,android.sensor.accelerometer,8.792496,-0.4758606,-1.5474854
510744,android.sensor.gyroscope,0.6075592,-0.17071533,0.03364563
510793,android.sensor.game_rotation_vector,0.25209332,-0.72193307,0.3071578,0.5664942
510843,android.sensor.geomagnetic_rotation_vector,-0.72295237,-0.096631035,-0.678257,0.08927384,0.17453292
510900,android.sensor.gravity,9.679415,-1.1292962,-1.0972707
510951,android.sensor.rotation_vector,-0.7328893,-0.070837274,-0.66239965,0.13813764,0.17453292
511005,android.sensor.accelerometer,8.625122,-0.855484,2.1290894
511056,android.sensor.magnetic_field,-37.86316,-23.42987,10.8078
511108,android.sensor.geomagnetic_rotation_vector,-0.69462216,-0.09504486,-0.6937705,0.16476947,0.17453292
511158,android.sensor.magnetic_field,-38.034058,-19.508362,10.6414795
511211,android.sensor.rotation_vector,-0.705232,-0.1120655,-0.66463757,0.21987732,0.17453292
511265,android.sensor.gyroscope_uncalibrated,1.434845,0.838562,0.21679688,0.025833135,0.014816284,-0.01966858
511320,android.sensor.accelerometer,14.58252,1.2802429,-0.15290833
511374,android.sensor.gyroscope,0.6955261,0.59651184,-0.14471436
511426,android.sensor.game_rotation_vector,0.33174595,-0.54861826,0.49295932,0.58817834
511478,android.sensor.rotation_vector,-0.6510505,-0.16201656,-0.68707246,0.27895394,0.17453292
511530,android.sensor.gyroscope,-2.0093536,-1.8811188,0.20469666
511581,android.sensor.gyroscope_uncalibrated,-3.9101868,-0.52363586,0.07749939,0.025833135,0.014816284,-0.01966858
511634,android.sensor.gyroscope,-2.4638367,-0.57876587,-0.27175903
511685,android.sensor.gyroscope,0.01991272,-0.0925293,0.07640076
511741,android.sensor.gravity,9.504658,-0.7969175,-2.279645
511787,android.sensor.gyroscope,0.40719604,0.63438416,0.43070984
511838,android.sensor.game_rotation_vector,0.25552732,-0.71524787,0.2912531,0.58163387
511889,android.sensor.step_counter,4069.0
511940,android.sensor.accelerometer,14.566101,-2.6519318,-2.2579498
511991,android.sensor.rotation_vector,-0.7271617,-0.03744078,-0.67845285,0.09765141,0.17453292
512043,android.sensor.gyroscope,0.39865112,-0.7705841,0.26211548
512093,android.sensor.gyroscope,0.6735382,-0.6826172,0.124053955
512145,android.sensor.gyroscope,0.81770325,-0.04977417,0.23522949
512195,android.sensor.gyroscope,0.3448944,0.4670105,0.18881226
512249,android.sensor.orientation,50.10092,110.93058,81.128456
512301,android.sensor.rotation_vector,-0.7096842,-0.07593199,-0.6764575,0.18162586,0.17453292
512352,android.sensor.linear_acceleration,1.08288,1.5023371,-1.5480306
512405,android.sensor.rotation_vector,-0.670951,-0.090590194,-0.70261914,0.21896228,0.17453292
512455,android.sensor.gyroscope,0.44873047,0.92271423,-0.15203857
512506,android.sensor.geomagnetic_rotation_vector,-0.7105536,-0.1025908,-0.68919253,0.09799201,0.17453292
512557,android.sensor.gyroscope,0.70895386,-3.7772522,-0.15325928
512609,android.sensor.gyroscope_uncalibrated,-2.518631,-1.5010223,-0.2987671,0.025833135,0.014816284,-0.01966858
512661,android.sensor.accelerometer,5.7802124,-4.006119,1.4489594
512725,android.sensor.geomagnetic_rotation_vector,-0.7195533,-0.025403535,-0.6751172,0.16066892,0.17453292
512777,android.sensor.linear_acceleration,-2.9653835,2.710973,5.660607
512829,android.sensor.gyroscope,0.23492432,0.68325806,0.3219757
512879,android.sensor.geomagnetic_rotation_vector,-0.69810045,-0.08469631,-0.6953822,0.14807379,0.17453292
512934,android.sensor.accelerometer,13.525757,5.1897125,-1.6163025
512987,android.sensor.linear_acceleration,2.7463264,0.84625065,4.1418657
513040,android.sensor.rotation_vector,-0.7470385,-0.019865999,-0.6623544,0.053155135,0.17453292
513094,android.sensor.magnetic_field_uncalibrated,-99.235535,-109.124756,-62.121582,-61.37207,-85.354614,-64.57977
513148,android.sensor.accelerometer,8.387817,-1.5088501,2.2138214
513201,android.sensor.gyroscope,0.84091187,-0.14138794,0.23155212
513249,android.sensor.orientation,27.421967,138.2994,80.56382
513300,android.sensor.game_rotation_vector,0.2868215,-0.6857153,0.33085865,0.58142966
513352,android.sensor.gyroscope,1.7339935,0.9312744,0.3549652
513403,android.sensor.gravity,9.689557,-1.504758,-0.13631143
513461,android.sensor.magnetic_field,-39.056396,-24.963379,4.6295166
513509,android.sensor.magnetic_field_uncalibrated,-103.15704,-111.00006,-62.62207,-61.37207,-85.354614,-64.57977
513564,android.sensor.gyroscope,0.26548767,0.24832153,-0.25222778
513615,android.sensor.gyroscope,-0.26838684,-1.9483337,-0.39881897
513666,android.sensor.accelerometer,9.144516,-3.4044495,-0.19688416
513720,android.sensor.orientation,27.549194,127.640945,83.30755
513773,android.sensor.game_rotation_vector,0.3496144,-0.6753639,0.3373136,0.5548629
513826,android.sensor.gyroscope,-1.2555542,-0.35153198,-0.012771606
513876,android.sensor.magnetic_field,-38.885498,-28.544617,-0.8804321
513928,android.sensor.gyroscope_uncalibrated,0.70181274,0.62965393,0.25343323,0.025833135,0.014816284,-0.01966858
513985,android.sensor.gyroscope,0.27893066,-0.12062073,0.21446228
514032,android.sensor.gyroscope,-0.066833496,0.30696106,-0.03842163
514085,android.sensor.accelerometer,12.741974,1.1155853,3.3700867
514139,android.sensor.gyroscope,0.9557648,0.63682556,0.05807495
514190,android.sensor.gravity,9.771899,-0.51468533,-0.64456624
514243,android.sensor.magnetic_field,-40.08026,-22.235107,0.9552002
514295,android.sensor.rotation_vector,-0.7388588,-0.079533435,-0.6559722,0.13214605,0.17453292
514344,android.sensor.magnetic_field,-40.59143,-20.7016,3.4606934
514397,android.sensor.gravity,9.702686,-1.2126051,-0.7469011
514450,android.sensor.gyroscope,1.7547607,0.56962585,0.2987671
514501,android.sensor.rotation_vector,-0.69355136,-0.13240789,-0.66662246,0.2388915,0.17453292
514554,android.sensor.gyroscope,1.042511,0.84817505,0.1558075
514610,android.sensor.accelerometer,12.790939,0.22105408,-0.20927429
514659,android.sensor.accelerometer,14.623596,2.8236542,-0.30966187
514710,android.sensor.gravity,9.633134,-1.3583609,1.2361133
514765,android.sensor.gyroscope,-0.0069732666,-0.86709595,-0.47091675
514816,android.sensor.magnetic_field,-36.328125,-17.80243,15.316772
514866,android.sensor.game_rotation_vector,0.4568751,-0.5782129,0.46810305,0.4876623
514919,android.sensor.gyroscope,-3.8981476,-0.24157715,-0.076293945
514970,android.sensor.accelerometer,6.659912,1.2038116,3.67836
515023,android.sensor.gravity,9.546252,-0.43227658,-2.2028594
515072,android.sensor.rotation_vector,-0.77184695,-0.113856256,-0.61322224,0.12348083,0.17453292
515128,android.sensor.accelerometer,12.749817,3.784912,-10.557678
515179,android.sensor.orientation,3.8243408,154.54822,79.73034
515232,android.sensor.gravity,9.712451,-0.40740904,-1.2933304
515282,android.sensor.gyroscope_uncalibrated,1.7476196,1.4127655,-0.11062622,0.025833135,0.014816284,-0.01966858
515335,android.sensor.rotation_vector,-0.7203468,-0.13185187,-0.66455066,0.14862037,0.17453292
515385,android.sensor.orientation,6.602051,149.26907,84.17784
515439,android.sensor.gyroscope,0.12132263,-0.32954407,0.12283325
515498,android.sensor.magnetic_field_uncalibrated,-93.26782,-107.93152,-50.598145,-61.37207,-85.354614,-64.57977
515553,android.sensor.magnetic_field_uncalibrated,-92.585754,-106.22711,-51.600647,-61.37207,-85.354614,-64.57977
515605,android.sensor.geomagnetic_rotation_vector,-0.6783275,-0.17224418,-0.6839415,0.20598005,0.17453292
515658,android.sensor.gyroscope_uncalibrated,1.3664246,0.8251343,0.29496765,0.025833135,0.014816284,-0.01966858
515710,android.sensor.geomagnetic_rotation_vector,-0.697665,-0.18145071,-0.6710058,0.1734661,0.17453292
515764,android.sensor.gyroscope_uncalibrated,0.43426514,0.9350891,-0.032440186,0.025833135,0.014816284,-0.01966858
515814,android.sensor.gravity,9.606822,-1.1504985,1.5986569
515866,android.sensor.game_rotation_vector,0.39089975,-0.51585966,0.5186488,0.5586498
515918,android.sensor.gravity,9.73066,-0.807523,0.91244084
515971,android.sensor.gyroscope,-2.0240173,-1.69664,0.007980347
516020,android.sensor.rotation_vector,-0.7455286,-0.12904043,-0.63306373,0.16360308,0.17453292
516072,android.sensor.gyroscope,-2.8046875,-0.50912476,-0.12760925
516121,android.sensor.accelerometer,7.344101,3.243576,1.9872894
516173,android.sensor.gyroscope_uncalibrated,0.24732971,0.56611633,0.33773804,0.025833135,0.014816284,-0.01966858
516227,android.sensor.magnetic_field_uncalibrated,-92.926025,-105.885315,-55.941772,-61.37207,-85.354614,-64.57977
516285,android.sensor.gyroscope_uncalibrated,-0.35372925,0.30711365,0.08972168,0.025833135,0.014816284,-0.01966858
516337,android.sensor.linear_acceleration,2.4903355,3.4458137,0.21657372
516390,android.sensor.gyroscope_uncalibrated,0.8435364,0.7127228,-0.10940552,0.025833135,0.014816284,-0.01966858
516442,android.sensor.game_rotation_vector,0.3262495,-0.65867627,0.3341065,0.58998275
516496,android.sensor.gyroscope_uncalibrated,0.66882324,-0.52241516,0.1972351,0.025833135,0.014816284,-0.01966858
516553,android.sensor.gravity,9.699714,-0.78374743,-1.2131284
516609,android.sensor.accelerometer,7.164139,0.39360046,0.6962433
516662,android.sensor.orientation,24.09497,140.23778,81.3011
516707,android.sensor.accelerometer,7.779236,-0.7534332,0.9782562
516771,android.sensor.gravity,9.720672,-1.2573448,-0.3130485
516822,android.sensor.gyroscope,1.3283844,0.8176422,0.21202087
516878,android.sensor.gyroscope,0.48173523,0.72602844,0.034866333
516928,android.sensor.gravity,9.650279,-1.3803246,1.0663965
516978,android.sensor.gyroscope,-0.18656921,-0.16583252,-0.36462402
517029,android.sensor.gravity,9.701994,-1.0124974,1.0082357
517081,android.sensor.magnetic_field,-34.794617,-23.42987,12.812805
517132,android.sensor.magnetic_field,-31.213379,-23.258972,14.315796
517183,android.sensor.rotation_vector,-0.7606867,-0.11068791,-0.6231673,0.14410587,0.17453292
517236,android.sensor.gyroscope,-1.648941,-0.86343384,-0.050628662
517289,android.sensor.rotation_vector,-0.7853087,-0.043540165,-0.61546314,0.05098606,0.17453292
517342,android.sensor.gravity,9.513893,-0.45384702,-2.334577
517397,android.sensor.rotation_vector,-0.77296656,-0.048578978,-0.6266849,0.08619048,0.17453292
517451,android.sensor.magnetic_field_uncalibrated,-95.14313,-108.784485,-56.777954,-61.37207,-85.354614,-64.57977
517504,android.sensor.magnetic_field_uncalibrated,-95.825195,-111.17096,-59.449768,-61.37207,-85.354614,-64.57977
517557,android.sensor.gyroscope,0.6625366,0.9105072,-0.07019043
517606,android.sensor.magnetic_field_uncalibrated,-95.99609,-109.295654,-58.947754,-61.37207,-85.354614,-64.57977
517661,android.sensor.accelerometer,8.667236,-2.028061,0.98542786
517722,android.sensor.gyroscope_uncalibrated,0.35240173,-0.29518127,0.15446472,0.025833135,0.014816284,-0.01966858
517766,android.sensor.game_rotation_vector,0.35442206,-0.65839446,0.36950544,0.55169505
517818,android.sensor.accelerometer,7.2682953,-0.6318054,2.0681763
517869,android.sensor.gyroscope,1.2672882,0.4621277,0.27799988
517920,android.sensor.gyroscope_uncalibrated,1.6266632,0.9644165,0.29008484,0.025833135,0.014816284,-0.01966858
517975,android.sensor.rotation_vector,-0.697162,-0.10765065,-0.6746489,0.2173142,0.17453292
518028,android.sensor.geomagnetic_rotation_vector,-0.71349984,-0.10926096,-0.6798251,0.12968378,0.17453292
518081,android.sensor.gyroscope,0.28746033,0.35705566,-0.08117676
518136,android.sensor.gyroscope,-0.2036438,-0.21104431,-0.29008484
518187,android.sensor.gyroscope,-0.76808167,-0.38208008,-0.49412537
518239,android.sensor.linear_acceleration,-0.3536167,-1.9588156,0.8442302
518293,android.sensor.gyroscope,-1.5133362,-2.064392,0.050750732
518347,android.sensor.gravity,9.622815,-1.0242956,-1.5882764
518399,android.sensor.gyroscope,-3.1565552,-0.55677795,-0.28520203
518449,android.sensor.gyroscope,-0.0680542,-0.7021637,0.13259888
518502,android.sensor.linear_acceleration,-0.39448452,1.6894357,-1.4895995
518554,android.sensor.gyroscope,0.3595581,0.42791748,0.35128784
518605,android.sensor.gyroscope_uncalibrated,0.5405426,0.0029144287,0.27053833,0.025833135,0.014816284,-0.01966858
518656,android.sensor.gravity,9.636233,-0.806119,-1.6320455
518710,android.sensor.magnetic_field,-35.476685,-22.747803,5.79834
518762,android.sensor.gravity,9.735262,-0.56754905,-1.0358286
518815,android.sensor.orientation,22.871246,148.72725,83.02805
518868,android.sensor.gyroscope_uncalibrated,0.47579956,-0.57006836,0.18746948,0.025833135,0.014816284,-0.01966858
518923,android.sensor.gyroscope,0.6454315,-0.24401855,0.1582489
518974,android.sensor.game_rotation_vector,0.35767308,-0.6650328,0.3707039,0.54072165
519025,android.sensor.accelerometer,7.4969025,-0.36431885,1.8097687
519077,android.sensor.magnetic_field,-37.35199,-19.848633,9.638977
519129,android.sensor.gravity,9.70238,-1.3937584,-0.30274382
