54,activityrecognition,still,37
63170,android.sensor.game_rotation_vector,0.054504,-0.02092,-0.375238,0.925088
63221,android.sensor.game_rotation_vector,0.0663,-0.027476,-0.371739,0.925558
63272,android.sensor.orientation,252.86,-8.849999,-0.95
63322,android.sensor.orientation,250.31999,-7.8999996,-2.4099998
63378,android.sensor.accelerometer,-0.59376204,1.685518,9.260772
63428,android.sensor.accelerometer,1.9440918,2.432509,11.204864
63478,android.sensor.accelerometer,1.3982137,3.7924154,11.33894
63528,android.sensor.accelerometer,-1.292869,2.7964275,7.642292
63578,android.sensor.accelerometer,-1.4077905,3.016694,10.43872
63635,android.sensor.orientation,251.81,-18.59,-11.08
63698,android.sensor.accelerometer,-1.3694834,3.9073372,6.4547677
63748,android.sensor.geomagnetic_rotation_vector,0.077393,0.291731,0.634901,0.711198,0.0
63801,android.sensor.game_rotation_vector,0.245105,0.006622,-0.357562,0.901126
63850,android.sensor.game_rotation_vector,0.256604,0.003633,-0.343696,0.903335
63901,android.sensor.gyroscope_uncalibrated,-0.8356637,-0.78801614,-0.1600467,0.010995574,0.04886922,-0.0012217305
63952,android.sensor.orientation,251.45,-21.3,-7.0299997
64003,android.sensor.orientation,253.53,-17.029999,-6.0099998
64058,android.sensor.accelerometer,-1.4269443,2.825158,10.419566
64110,android.sensor.accelerometer,-1.5035586,2.0207062,9.030929
64161,android.sensor.magnetic_field,15.0625,-13.3125,-43.375
64218,android.sensor.accelerometer,0.41180268,0.4309563,10.496181
64268,android.sensor.accelerometer,1.5514427,0.8523358,11.942278
64318,android.sensor.accelerometer,1.0342951,0.82360536,9.844957
64372,android.sensor.magnetic_field_uncalibrated,136.6875,158.625,141.8125,126.0625,170.5,183.75
64427,android.sensor.orientation,252.36,-9.29,0.84
64478,android.sensor.accelerometer,0.0,2.1164744,7.8050976
64528,android.sensor.accelerometer,0.7661445,2.4995465,11.779472
64581,android.sensor.game_rotation_vector,0.078833,-0.034804,-0.361836,0.92825
64631,android.sensor.gyroscope,0.056199603,0.3885103,0.20647246
64686,android.sensor.accelerometer,-0.24899697,1.4939818,9.078813
64738,android.sensor.accelerometer,-0.545878,1.7429788,8.858546
64788,android.sensor.accelerometer,-0.18195933,2.0494366,9.816227
64839,android.sensor.rotation_vector,0.050692,0.086692,0.801499,0.589502,0.0
64890,android.sensor.game_rotation_vector,0.103877,-0.034112,-0.351044,0.929953
64941,android.sensor.game_rotation_vector,0.110609,-0.037759,-0.353445,0.928124
64992,android.sensor.orientation,252.36,-14.429999,-0.74
65043,android.sensor.orientation,251.93,-15.71,-1.62
65098,android.sensor.accelerometer,-0.33518824,2.9017725,9.404425
65148,android.sensor.accelerometer,-0.15322891,2.9113493,9.078813
65198,android.sensor.accelerometer,-0.02873042,3.1411927,9.576807
65250,android.sensor.gravity,-0.048299998,3.2275,9.260099
65303,android.sensor.magnetic_field,15.0625,-21.375,-41.1875
65359,android.sensor.accelerometer,-0.5554548,3.6391866,9.222465
65410,android.sensor.game_rotation_vector,0.182636,-0.046986,-0.327424,0.925866
65461,android.sensor.magnetic_field,15.0625,-19.1875,-39.0
65512,android.sensor.orientation,250.90999,-19.9,-2.1299999
65563,android.sensor.orientation,250.90999,-19.0,-2.2
65618,android.sensor.accelerometer,-0.2777274,3.1890767,9.615114
65668,android.sensor.accelerometer,-0.4405331,3.1411927,9.165004
65719,android.sensor.accelerometer,-0.51714754,3.1411927,9.203311
65770,android.sensor.game_rotation_vector,0.163511,-0.031707,-0.327427,0.93008
65820,android.sensor.game_rotation_vector,0.163664,-0.031093,-0.327419,0.930077
65878,android.sensor.accelerometer,-0.5746084,3.2465374,9.126697
65928,android.sensor.accelerometer,-0.47884035,3.2752678,9.3182335
65978,android.sensor.accelerometer,-0.48841715,3.1986535,9.136273
66028,android.sensor.accelerometer,-0.40222588,3.1794999,9.404425
66078,android.sensor.accelerometer,-0.6991069,2.9975405,9.816227
66128,android.sensor.accelerometer,-0.45010993,2.9496565,9.251195
66178,android.sensor.accelerometer,-0.37349546,2.9496565,9.3182335
66231,android.sensor.accelerometer,-0.47884035,2.920926,9.279925
66284,android.sensor.gyroscope_uncalibrated,-0.014660766,-0.021991149,0.015882496,0.010995574,0.04886922,-0.0012217305
66339,android.sensor.accelerometer,-0.39264908,3.1316159,9.5385
66390,android.sensor.game_rotation_vector,0.154629,-0.033288,-0.330787,0.930355
66441,android.sensor.game_rotation_vector,0.155224,-0.034455,-0.330286,0.930391
66493,android.sensor.orientation,250.62,-18.39,-2.28
66543,android.sensor.orientation,250.37,-18.699999,-2.4099998
66598,android.sensor.accelerometer,-0.45010993,3.1124623,9.260772
66654,android.sensor.accelerometer,-0.4405331,3.122039,9.203311
66701,android.sensor.game_rotation_vector,0.161032,-0.033282,-0.326129,0.930913
66752,android.sensor.orientation,250.06,-18.76,-2.44
66803,android.sensor.orientation,250.01999,-18.789999,-2.52
66854,android.sensor.orientation,250.03,-18.84,-2.57
66909,android.sensor.accelerometer,-0.45010993,3.1316159,9.394848
66961,android.sensor.accelerometer,-0.45010993,3.2273839,9.212888
67012,android.sensor.orientation,250.47,-18.789999,-2.81
67063,android.sensor.orientation,250.81999,-18.69,-2.87
67118,android.sensor.accelerometer,-0.47884035,3.2273839,9.251195
67168,android.sensor.accelerometer,-0.48841715,3.2082303,9.222465
67223,android.sensor.game_rotation_vector,0.165247,-0.030488,-0.324434,0.930863
67275,android.sensor.orientation,250.81,-18.88,-2.9199998
67328,android.sensor.accelerometer,-0.50757074,3.2561142,9.279925
67378,android.sensor.accelerometer,-0.50757074,3.2273839,9.222465
67428,android.sensor.accelerometer,-0.50757074,3.2369606,9.289502
67478,android.sensor.accelerometer,-0.62249243,3.2273839,9.279925
67528,android.sensor.geomagnetic_rotation_vector,0.07712,0.149062,0.796793,0.580476,0.0
67581,android.sensor.game_rotation_vector,0.165482,-0.028859,-0.323773,0.931103
67630,android.sensor.gyroscope_uncalibrated,-0.0012217305,0.05131268,-0.0012217305,0.010995574,0.04886922,-0.0012217305
67689,android.sensor.accelerometer,-0.49799395,3.2273839,9.270349
67738,android.sensor.accelerometer,-0.5746084,3.217807,9.3182335
67788,android.sensor.accelerometer,-0.545878,3.2273839,9.232041
67838,android.sensor.accelerometer,-0.5363012,3.2273839,9.337387
67888,android.sensor.accelerometer,-0.63206923,3.2369606,9.260772
67938,android.sensor.accelerometer,-0.5363012,3.2082303,9.32781
67990,android.sensor.geomagnetic_rotation_vector,0.07391,0.151841,0.808629,0.563559,0.0
68041,android.sensor.game_rotation_vector,0.166503,-0.028134,-0.323711,0.930965
68092,android.sensor.orientation,250.47,-19.21,-3.22
68143,android.sensor.orientation,250.43999,-19.17,-3.24
68198,android.sensor.accelerometer,-0.61291564,3.2752678,9.232041
68248,android.sensor.accelerometer,-0.58418524,3.2273839,9.251195
68298,android.sensor.accelerometer,-0.63206923,3.217807,9.203311
68348,android.sensor.accelerometer,-0.5650316,3.1890767,9.308656
68398,android.sensor.accelerometer,-0.59376204,3.2465374,9.289502
68451,android.sensor.accelerometer,-0.6895301,3.2369606,9.32781
68504,android.sensor.orientation,250.43,-19.18,-3.36
68558,android.sensor.accelerometer,-0.58418524,3.217807,9.241618
68610,android.sensor.accelerometer,-0.62249243,3.2369606,9.279925
68663,android.sensor.game_rotation_vector,0.167139,-0.026709,-0.323937,0.93081397
68713,android.sensor.orientation,250.43,-19.189999,-3.3899999
68763,android.sensor.orientation,250.43,-19.189999,-3.4099998
68818,android.sensor.accelerometer,-0.6512229,3.2273839,9.203311
-68867,sound,36.12359947967774
68918,android.sensor.accelerometer,-0.641646,3.169923,9.356541
68968,android.sensor.accelerometer,-0.62249243,3.1986535,9.356541
69018,android.sensor.accelerometer,-0.6991069,3.2082303,9.059659
69071,android.sensor.game_rotation_vector,0.168857,-0.024416,-0.324055,0.930526
69122,android.sensor.magnetic_field_uncalibrated,144.0,151.3125,142.5625,126.0625,170.5,183.75
69174,android.sensor.orientation,250.76999,-19.64,-4.0099998
69229,android.sensor.accelerometer,-0.5746084,3.371036,9.299079
69282,android.sensor.game_rotation_vector,0.174002,-0.023544,-0.323289,0.929866
69332,android.sensor.magnetic_field_uncalibrated,143.3125,151.3125,141.8125,126.0625,170.5,183.75
69386,android.sensor.orientation,251.12,-19.63,-3.8799999
69438,android.sensor.accelerometer,-0.62249243,3.2848446,9.385271
69488,android.sensor.accelerometer,-0.60333884,3.3039982,9.212888
69538,android.sensor.accelerometer,-0.7469909,3.3518825,9.136273
69591,android.sensor.game_rotation_vector,0.173724,-0.024581,-0.323702,0.929748
69665,android.sensor.game_rotation_vector,0.175134,-0.02405,-0.322973,0.929751
69701,android.sensor.accelerometer,-0.78529817,3.4380736,9.3182335
69782,android.sensor.orientation,250.7,-19.97,-4.0
69838,android.sensor.accelerometer,-0.7278373,3.3518825,9.299079
69888,android.sensor.accelerometer,-0.82360536,3.3039982,9.232041
69938,android.sensor.accelerometer,-0.6512229,3.2848446,9.3661175
69988,android.sensor.accelerometer,-0.5650316,3.2561142,9.404425
70038,android.sensor.accelerometer,-0.60333884,3.323152,9.3661175
70088,android.sensor.accelerometer,-0.641646,3.2848446,8.935161
70138,android.sensor.accelerometer,-0.62249243,3.265691,8.916007
70193,android.sensor.game_rotation_vector,0.169215,-0.027887,-0.324255,0.930293
70246,android.sensor.orientation,251.81999,-18.9,-2.9199998
70299,android.sensor.accelerometer,-0.45968673,3.1986535,9.5385
70349,android.sensor.rotation_vector,0.074891,0.146244,0.795009,0.58392,0.0
70401,android.sensor.game_rotation_vector,0.166078,-0.028584,-0.328033,0.929513
70453,android.sensor.game_rotation_vector,0.169394,-0.025836,-0.327447,0.929202
70508,android.sensor.accelerometer,-0.7086837,3.514688,9.701305
70558,android.sensor.accelerometer,-0.59376204,3.2848446,9.519346
70608,android.sensor.accelerometer,-0.7182605,3.1603463,9.126697
70660,android.sensor.accelerometer,-0.5650316,3.2273839,9.270349
70708,android.sensor.accelerometer,-0.7565677,3.217807,9.32781
70758,android.sensor.geomagnetic_rotation_vector,0.073389,0.151434,0.790601,0.588753,0.0
70810,android.sensor.game_rotation_vector,0.162461,-0.029457,-0.327138,0.93044
70861,android.sensor.game_rotation_vector,0.159535,-0.032599,-0.327315,0.930779
70912,android.sensor.gyroscope,-0.029321533,-0.09162979,-0.0012217305
70963,android.sensor.orientation,252.29999,-17.97,-2.04
71018,android.sensor.accelerometer,-0.37349546,3.0550013,9.375694
71068,android.sensor.accelerometer,-0.33518824,3.074155,9.251195
71118,android.sensor.accelerometer,-0.35434186,3.0933087,9.212888
71168,android.sensor.accelerometer,-0.36391866,2.96881,9.193734
71218,android.sensor.accelerometer,-0.16280572,3.1124623,9.5385
71269,android.sensor.geomagnetic_rotation_vector,0.087842,0.13317,0.78898,0.593345,0.0
71321,android.sensor.game_rotation_vector,0.159632,-0.036171,-0.327785,0.930465
71372,android.sensor.gyroscope_uncalibrated,0.081855945,0.118507855,-0.040317107,0.010995574,0.04886922,-0.0012217305
71426,android.sensor.orientation,252.73999,-18.8,-2.44
71481,android.sensor.accelerometer,-0.4405331,3.1794999,9.433155
71529,android.sensor.accelerometer,-0.24899697,3.169923,9.3661175
71581,android.sensor.game_rotation_vector,0.161295,-0.037039,-0.328226,0.929988
71633,android.sensor.orientation,252.72,-19.529999,-2.98
71684,android.sensor.magnetic_field_uncalibrated,143.3125,150.625,142.5625,126.0625,170.5,183.75
71738,android.sensor.accelerometer,-0.61291564,3.3518825,9.5385
71788,android.sensor.accelerometer,-0.842759,2.8921957,7.5561004
71838,android.sensor.geomagnetic_rotation_vector,0.06231,0.183595,0.788004,0.584345,0.0
71890,android.sensor.game_rotation_vector,0.171214,-0.022823,-0.32653,0.92926997
71941,android.sensor.game_rotation_vector,0.162974,-0.028467,-0.328777,0.929803
71992,android.sensor.orientation,252.78,-19.18,-3.1999998
72044,android.sensor.orientation,252.72,-19.22,-3.24
72096,android.sensor.magnetic_field_uncalibrated,142.5625,151.3125,144.0,126.0625,170.5,183.75
72149,android.sensor.geomagnetic_rotation_vector,0.077508,0.145375,0.783615,0.599004,0.0
72201,android.sensor.game_rotation_vector,0.163658,-0.029197,-0.329541,0.92939
72251,android.sensor.gyroscope,-0.008552114,-0.002443461,0.0036651916
72306,android.sensor.orientation,253.15999,-18.9,-3.1299999
72357,android.sensor.orientation,253.2,-18.91,-3.24
72412,android.sensor.accelerometer,-0.5267244,3.2561142,9.308656
72473,android.sensor.accelerometer,-0.59376204,3.2752678,9.423578
72529,android.sensor.geomagnetic_rotation_vector,0.067836,0.15638,0.813911,0.555419,0.0
72580,android.sensor.game_rotation_vector,0.168491,-0.027105,-0.32919,0.928714
72630,android.sensor.game_rotation_vector,0.168621,-0.027149,-0.329245,0.928669
72680,android.sensor.game_rotation_vector,0.168651,-0.026949,-0.329265,0.928662
72732,android.sensor.orientation,253.04,-19.31,-3.4099998
72782,android.sensor.orientation,253.03,-19.31,-3.4299998
72838,android.sensor.accelerometer,-0.60333884,3.2082303,9.251195
72888,android.sensor.accelerometer,-0.59376204,3.2465374,9.232041
72938,android.sensor.accelerometer,-0.60333884,3.2752678,9.308656
72988,android.sensor.accelerometer,-0.61291564,3.2465374,9.346964
73038,android.sensor.accelerometer,-0.5650316,3.2465374,9.299079
73090,android.sensor.game_rotation_vector,0.167672,-0.026851,-0.328973,0.928946
73141,android.sensor.game_rotation_vector,0.167881,-0.027129,-0.32891,0.928922
73198,android.sensor.accelerometer,-0.6512229,3.169923,9.385271
73248,android.sensor.accelerometer,-0.5650316,3.2752678,9.279925
73298,android.sensor.accelerometer,-0.58418524,3.2561142,9.299079
73353,android.sensor.gyroscope,0.019547688,0.02687807,0.0036651916
73406,android.sensor.orientation,252.93,-19.32,-3.4499998
73458,android.sensor.accelerometer,-0.59376204,3.2561142,9.375694
73508,android.sensor.accelerometer,-0.6512229,3.2465374,9.260772
73558,android.sensor.accelerometer,-0.59376204,3.2369606,9.299079
73608,android.sensor.accelerometer,-0.60333884,3.2561142,9.251195
73663,android.sensor.game_rotation_vector,0.167921,-0.026766,-0.328974,0.928903
73718,android.sensor.accelerometer,-0.63206923,3.2561142,9.299079
73768,android.sensor.accelerometer,-0.62249243,3.2369606,9.270349
73818,android.sensor.accelerometer,-0.62249243,3.2465374,9.3182335
-73866,sound,66.02059991327963
73919,android.sensor.accelerometer,-0.5650316,3.2465374,9.289502
73969,android.sensor.accelerometer,-0.6512229,3.2273839,9.203311
74021,android.sensor.game_rotation_vector,0.168326,-0.026437,-0.329021,0.928822
74070,android.sensor.gyroscope_uncalibrated,0.0,0.043982297,-0.0012217305,0.010995574,0.04886922,-0.0012217305
74122,android.sensor.magnetic_field_uncalibrated,142.5625,152.8125,144.0,126.0625,170.5,183.75
74178,android.sensor.accelerometer,-0.58418524,3.2369606,9.32781
74228,android.sensor.accelerometer,-0.5554548,3.1316159,9.433155
74278,android.sensor.accelerometer,-0.61291564,3.2082303,9.519346
74328,android.sensor.accelerometer,-0.38307226,3.265691,9.059659
74378,android.sensor.accelerometer,-0.45968673,3.1316159,9.442732
74428,android.sensor.accelerometer,-0.7661445,3.0550013,8.916007
74478,android.sensor.geomagnetic_rotation_vector,0.058372,0.151146,0.798578,0.579672,0.0
74530,android.sensor.game_rotation_vector,0.165273,-0.025606,-0.330002,0.929046
74581,android.sensor.game_rotation_vector,0.170803,-0.022818,-0.328749,0.928563
74633,android.sensor.game_rotation_vector,0.178909,-0.021028,-0.327674,0.927458
74685,speed,0.0017689619,16.0
74741,android.sensor.game_rotation_vector,0.184931,-0.020432,-0.326406,0.926737
74791,android.sensor.magnetic_field,19.4375,-19.875,-40.4375
74842,android.sensor.orientation,252.84,-21.14,-5.24
74898,android.sensor.accelerometer,-0.9768343,3.466804,9.069236
74947,android.sensor.orientation,252.83,-21.369999,-5.49
74999,android.sensor.accelerometer,-0.90021986,3.514688,8.963891
75050,android.sensor.game_rotation_vector,0.186436,-0.015726,-0.326637,0.926446
75103,android.sensor.orientation,252.87,-20.789999,-5.0699997
75155,android.sensor.orientation,252.86,-20.77,-4.99
75207,android.sensor.orientation,252.97,-20.72,-4.91
75258,android.sensor.accelerometer,-0.8523358,3.3423057,9.174581
75310,android.sensor.geomagnetic_rotation_vector,0.063817,0.165458,0.804221,0.567255,0.0
75363,android.sensor.game_rotation_vector,0.179197,-0.019354999,-0.32716098,0.92762
75418,android.sensor.accelerometer,-0.8619126,3.371036,9.212888
75470,android.sensor.accelerometer,-0.7565677,3.3518825,9.212888
75521,android.sensor.game_rotation_vector,0.178354,-0.019049,-0.326875,0.927889
75572,android.sensor.orientation,252.95999,-20.15,-4.63
75623,android.sensor.orientation,252.95,-20.21,-4.69
75680,android.sensor.accelerometer,-0.6895301,3.3614593,9.193734
75728,android.sensor.accelerometer,-0.89064306,3.4093432,9.11712
75778,android.sensor.geomagnetic_rotation_vector,0.071512,0.167446,0.786496,0.590144,0.0
75832,android.sensor.magnetic_field_uncalibrated,143.3125,151.3125,145.5,126.0625,170.5,183.75
75883,android.sensor.orientation,253.03,-20.369999,-4.92
75938,android.sensor.accelerometer,-0.8331822,3.4284968,9.308656
75989,android.sensor.accelerometer,-0.80445176,3.41892,9.279925
76038,android.sensor.linear_acceleration,-0.033299997,0.006,0.0626
76091,android.sensor.game_rotation_vector,0.17875,-0.017037,-0.326853,0.92786
76142,android.sensor.game_rotation_vector,0.178262,-0.017868,-0.326777,0.927965
76198,android.sensor.accelerometer,-0.82360536,3.3997664,9.193734
76248,android.sensor.accelerometer,-0.8810662,3.3614593,9.356541
76298,android.sensor.accelerometer,-0.82360536,3.3997664,9.14585
76349,android.sensor.accelerometer,-0.9672575,3.3806129,9.021352
76404,android.sensor.game_rotation_vector,0.177816,-0.017818,-0.326929,0.927998
76459,android.sensor.accelerometer,-0.80445176,3.2752678,9.490616
76508,android.sensor.accelerometer,-0.7757214,3.4572272,9.203311
76558,android.sensor.accelerometer,-0.80445176,3.3901896,9.050082
76609,android.sensor.accelerometer,-0.8523358,3.2944214,9.069236
76658,android.sensor.accelerometer,-0.7757214,3.3518825,9.136273
76710,android.sensor.game_rotation_vector,0.177039,-0.01847,-0.325748,0.928549
76761,android.sensor.game_rotation_vector,0.17711,-0.018276,-0.325848,0.928504
76810,android.sensor.magnetic_field,17.9375,-19.875,-39.0
76862,android.sensor.game_rotation_vector,0.177581,-0.017955,-0.325936,0.92839
76918,android.sensor.accelerometer,-0.81402856,3.3997664,9.222465
76968,android.sensor.accelerometer,-0.8810662,3.3806129,9.260772
77018,android.sensor.accelerometer,-0.81402856,3.3901896,9.251195
77068,android.sensor.accelerometer,-0.79487497,3.3327289,9.126697
77118,android.sensor.accelerometer,-0.78529817,3.3518825,9.136273
77172,android.sensor.game_rotation_vector,0.17796999,-0.017977,-0.325968,0.928303
77223,android.sensor.gyroscope,0.0,0.002443461,0.0012217305
77278,android.sensor.accelerometer,-0.78529817,3.3327289,9.193734
77329,android.sensor.accelerometer,-0.89064306,3.3423057,9.165004
77381,android.sensor.linear_acceleration,0.0131,0.019299999,0.058399998
77432,android.sensor.orientation,252.23999,-20.18,-4.69
77483,android.sensor.orientation,252.23,-20.18,-4.71
77538,android.sensor.accelerometer,-0.8810662,3.3518825,9.232041
77588,android.sensor.accelerometer,-0.78529817,3.3901896,9.212888
77639,android.sensor.accelerometer,-0.842759,3.4284968,9.107543
77696,android.sensor.orientation,252.22,-20.189999,-4.74
77748,android.sensor.accelerometer,-0.8810662,3.3039982,9.251195
77798,android.sensor.accelerometer,-0.8523358,3.3614593,9.212888
77848,android.sensor.accelerometer,-0.80445176,3.3997664,9.097966
77900,android.sensor.accelerometer,-0.80445176,3.3614593,9.241618
77952,android.sensor.geomagnetic_rotation_vector,0.071255,0.165519,0.780405,0.598743,0.0
78004,android.sensor.magnetic_field_uncalibrated,144.75,152.0625,144.75,126.0625,170.5,183.75
78058,android.sensor.accelerometer,-0.8619126,3.3614593,9.193734
78108,android.sensor.accelerometer,-0.82360536,3.3614593,9.212888
78158,android.sensor.accelerometer,-0.82360536,3.3806129,9.14585
78211,android.sensor.game_rotation_vector,0.17879,-0.017477,-0.326054,0.928125
78266,android.sensor.orientation,252.20999,-20.1,-4.7999997
78319,android.sensor.accelerometer,-0.78529817,3.3901896,9.193734
78368,android.sensor.accelerometer,-0.8331822,3.3327289,9.155427
78421,android.sensor.game_rotation_vector,0.178685,-0.017486,-0.326061,0.928143
78468,android.sensor.accelerometer,-0.8523358,3.3997664,9.165004
78522,android.sensor.gyroscope_uncalibrated,0.007330383,0.04886922,-0.0061086523,0.010995574,0.04886922,-0.0012217305
78578,android.sensor.accelerometer,-0.80445176,3.371036,9.078813
78629,android.sensor.accelerometer,-0.842759,3.371036,9.289502
78680,android.sensor.accelerometer,-0.8523358,3.3806129,9.241618
78730,android.sensor.game_rotation_vector,0.178846,-0.017215,-0.326104,0.928102
78780,android.sensor.game_rotation_vector,0.178849,-0.017306,-0.32608598,0.928106
78832,android.sensor.orientation,252.20999,-20.09,-4.83
78883,android.sensor.orientation,252.20999,-20.08,-4.81
78939,android.sensor.accelerometer,-0.90979666,3.3901896,8.963891
78985,android.sensor.orientation,252.2,-20.18,-4.8399997
79038,android.sensor.accelerometer,-0.91937345,3.3039982,9.260772
79088,android.sensor.accelerometer,-0.8331822,3.4093432,9.232041
79138,android.sensor.accelerometer,-0.91937345,3.3614593,9.069236
79189,android.sensor.geomagnetic_rotation_vector,0.073082,0.168641,0.769218,0.611982,0.0
79243,android.sensor.game_rotation_vector,0.179175,-0.016279,-0.32628,0.927993
79298,android.sensor.accelerometer,-0.80445176,3.4955344,9.270349
79348,android.sensor.accelerometer,-0.6703765,3.5434184,9.662998
79398,android.sensor.accelerometer,-0.6895301,3.41892,9.519346
79450,android.sensor.accelerometer,-0.842759,3.371036,8.963891
79503,android.sensor.game_rotation_vector,0.180311,-0.021999,-0.329017,0.926688
79553,android.sensor.orientation,252.81,-20.189999,-4.2599998
79609,android.sensor.accelerometer,-0.7469909,3.41892,9.739613
79658,android.sensor.accelerometer,-0.842759,3.3997664,9.299079
79708,android.sensor.accelerometer,-0.78529817,3.2752678,9.030929
79758,android.sensor.accelerometer,-0.78529817,3.1890767,8.916007
79808,android.sensor.geomagnetic_rotation_vector,0.068579,0.161693,0.791037,0.586013,0.0
79861,android.sensor.game_rotation_vector,0.17506,-0.0233,-0.335191,0.925449
79910,android.sensor.gyroscope_uncalibrated,0.037873644,0.09773844,-0.002443461,0.010995574,0.04886922,-0.0012217305
79963,android.sensor.orientation,253.31999,-20.0,-4.5099998
80013,android.sensor.orientation,253.31,-20.109999,-4.72
80068,android.sensor.accelerometer,-0.7565677,3.3806129,9.136273
80118,android.sensor.accelerometer,-0.842759,3.4284968,9.155427
80169,android.sensor.accelerometer,-0.7374141,3.4955344,9.126697
80221,android.sensor.game_rotation_vector,0.180469,-0.019286,-0.333757,0.925021
80272,android.sensor.orientation,253.06,-20.279999,-4.8199997
80323,android.sensor.orientation,253.15,-20.17,-4.7799997
80375,android.sensor.orientation,253.51,-19.699999,-4.45
80428,android.sensor.accelerometer,-0.6703765,3.3423057,10.0269165
80483,android.sensor.game_rotation_vector,0.165783,-0.017482,-0.338114,0.926223
80533,android.sensor.orientation,254.0,-18.35,-4.52
80583,android.sensor.orientation,254.01999,-18.26,-4.68
80638,android.sensor.accelerometer,-1.1492168,3.169923,8.734048
80688,android.sensor.accelerometer,-1.043872,3.1603463,8.810662
80738,android.sensor.accelerometer,-0.89064306,3.1603463,9.5385
80788,android.sensor.accelerometer,-0.61291564,3.2561142,9.835381
80838,android.sensor.accelerometer,0.18195933,2.9879637,9.940725
80888,android.sensor.gravity,-0.6202,2.735,9.396999
80940,android.sensor.game_rotation_vector,0.133336,0.011132,-0.353768,0.925713
80991,android.sensor.rotation_vector,0.017184,0.154163,0.773392,0.614655,0.0
81043,android.sensor.orientation,256.79,-18.99,-11.33
81098,android.sensor.accelerometer,-3.169923,1.8962077,8.781932
81148,android.sensor.accelerometer,-3.217807,2.9783869,7.73806
81202,android.sensor.game_rotation_vector,0.247583,0.045368,-0.379992,0.89008397
81252,android.sensor.game_rotation_vector,0.259499,0.039672,-0.369449,0.891399
81306,android.sensor.orientation,252.89,-28.13,-14.9
81358,android.sensor.accelerometer,-2.566584,4.156334,7.0006456
81412,android.sensor.geomagnetic_rotation_vector,0.060169,0.292647,0.722375,0.623627,0.0
81463,android.sensor.orientation,250.03,-29.769999,-14.95
81518,android.sensor.accelerometer,-2.0590134,4.951209,9.136273
81569,android.sensor.accelerometer,-1.388637,5.1523223,8.015787
81619,android.sensor.accelerometer,-1.4939818,5.161899,7.383718
81670,android.sensor.magnetic_field,25.25,-25.0,-30.9375
81721,android.sensor.game_rotation_vector,0.271805,0.025674,-0.279708,0.920448
81772,android.sensor.orientation,246.65999,-29.199999,-11.03
81822,android.sensor.orientation,247.18,-27.98,-10.2
81878,android.sensor.accelerometer,-1.8962077,4.414908,9.452309
81928,android.sensor.accelerometer,-1.9440918,4.4340615,9.414001
81979,android.sensor.accelerometer,-1.436521,4.4723687,8.714894
82035,android.sensor.orientation,246.7,-26.439999,-8.66
82088,android.sensor.accelerometer,-1.2737153,4.3766007,8.858546
82138,android.sensor.accelerometer,-1.2354081,4.4723687,8.829816
82188,android.sensor.geomagnetic_rotation_vector,0.086225,0.228045,0.775512,0.582357,0.0
82240,android.sensor.rotation_vector,0.063821,0.230256,0.802521,0.546687,0.0
82292,android.sensor.orientation,246.56999,-26.689999,-8.48
82343,android.sensor.orientation,246.7,-26.92,-8.49
82398,android.sensor.accelerometer,-1.6759412,4.4436383,8.781932
82449,android.sensor.accelerometer,-1.8866309,4.3287168,8.7053175
82499,android.sensor.accelerometer,-1.6950948,4.223372,8.504205
82552,android.sensor.game_rotation_vector,0.246704,0.013064,-0.271608,0.930158
82604,android.sensor.orientation,247.12999,-27.07,-9.24
82658,android.sensor.accelerometer,-1.4460979,4.510676,8.475474
82708,android.sensor.accelerometer,-1.541866,4.453215,8.810662
82758,android.sensor.accelerometer,-1.6280571,4.4819455,8.619126
82816,android.sensor.game_rotation_vector,0.246134,0.01334,-0.269753,0.930845
82858,android.sensor.accelerometer,-1.6567876,4.357447,8.504205
82910,android.sensor.game_rotation_vector,0.245896,0.01396,-0.27050298,0.930681
82961,android.sensor.game_rotation_vector,0.244386,0.014489,-0.27094,0.930944
83012,android.sensor.orientation,247.68,-26.42,-9.21
83063,android.sensor.orientation,247.61,-26.33,-9.09
83118,android.sensor.accelerometer,-1.4652514,4.357447,8.599973
83168,android.sensor.accelerometer,-1.436521,4.3957543,8.647857
83219,android.sensor.accelerometer,-1.484405,4.367024,8.6574335
83274,android.sensor.orientation,247.65,-26.39,-8.91
83326,android.sensor.orientation,247.67,-26.31,-8.94
83379,android.sensor.accelerometer,-1.4748282,4.367024,8.734048
83432,android.sensor.game_rotation_vector,0.239616,0.013095,-0.269937,0.932494
83483,android.sensor.game_rotation_vector,0.239556,0.013022,-0.269958,0.932505
83538,android.sensor.accelerometer,-1.5131354,4.309563,8.714894
83588,android.sensor.accelerometer,-1.541866,4.2999864,8.772355
83638,android.sensor.accelerometer,-1.5035586,4.309563,8.762778
83689,android.sensor.geomagnetic_rotation_vector,0.072102,0.22637,0.7893,0.566182,0.0
83742,android.sensor.game_rotation_vector,0.237973,0.012762,-0.269472,0.933054
83796,android.sensor.orientation,247.98,-26.119999,-8.83
83851,android.sensor.accelerometer,-1.6280571,4.2425256,8.590396
83899,android.sensor.linear_acceleration,0.0909,0.1592,0.0435
83950,android.sensor.rotation_vector,0.062871,0.227474,0.796133,0.557202,0.0
84001,android.sensor.game_rotation_vector,0.235272,0.013484,-0.269411,0.933746
84053,android.sensor.orientation,247.90999,-25.97,-8.84
